id,title,description,created_at,due_at,closed_at,user,identifier
1,Feb 1 submission,Identify problem and analysis,1453158230,1454302800,1454614905,group9/user1,1513803
2,Mar 1,,1454614841,1454614841,1456890327,group9/user1,1564280
3,Apr 7,,1454614846,1460001600,1460083032,group9/user1,1564281
4,API call setups,,1455946298,1456635600,1456732615,group9/user1,1594446
5,Data Collection methods,,1456732733,1456808400,1456890324,group9/user1,1611066
6,Improvement to-do's,,1456733071,1459656000,1459712709,group9/user1,1611075
7,User response study initial survey on apps usage,,1456733136,1457586000,1459712782,group9/user1,1611076
8,Adaptation as per feedback,Work on the apps to accommodate user suggestions as per trials,1456733322,1459742400,1459880152,group9/user1,1611081
9,Analysis of solutions,,1459712779,1460001600,1460083018,group9/user1,1680494
