groupID,24,25,26,27,20,21,22,23,28,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18
11,2,3,2,,2,2,2,2,3,1,1,1,,1,2,2,3,2,,,2,3,2,2,2,,3,3
groupID,54,42,48,43,49,52,53,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,55,32,50
10,4,7,7,7,7,2,2,2,2,2,2,6,6,3,3,4,7,7,7,2,4,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,3,6,6,6,6,3,4,6,3,2,2,3,3,4,7
groupID,42,48,43,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32
13,15,,15,,11,,9,11,11,,11,,,15,,,,,,,1,,2,2,12,7,6,,,9,8,,9,9,,9,,9,,,,,,,12,14,12
groupID,24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32
12,,10,10,12,11,11,11,8,,8,6,5,1,5,5,9,9,9,9,3,12,,5,5,,8,6,11,,11,11,12,10,12,,,12,10,12
groupID,24,25,26,27,20,21,22,23,28,29,4,8,59,58,55,54,57,56,51,50,53,52,88,89,82,83,80,81,86,87,84,85,3,7,39,38,33,32,31,30,37,36,35,34,60,61,62,63,64,65,66,67,68,69,2,6,90,11,10,13,12,15,14,17,16,19,18,48,49,46,47,44,45,42,43,40,41,1,5,9,77,76,75,74,73,72,71,79,78
14,,,,,5,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,6,,,,,,,3,,,,,,,,3,,1,4,,4,4,4,4,6,3,3,5,5,5,,,,,,,,,,,1,3,4,,,,,3,,,,
groupID,11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8
1,7,,8,9,8,8,8,8,10,8,,,,4,2,,5,,
groupID,24,25,26,27,20,21,22,23,28,29,40,41,1,3,2,5,4,6,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,34,33,32
3,,,,,,,,,,,5,2,,1,,,,,2,,4,6,2,2,8,2,,8,,,,,,,9,10,3,,2
groupID,24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30,32
2,,,7,7,,6,,,8,7,,2,2,3,3,,4,,2,2,2,2,,2,2,4,4,,3,8,7,8
groupID,24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32
5,3,3,3,,,,,,,,1,,,3,,,,,,,,,,3,,,,3,,,3,,,,,,,,
groupID,24,25,26,27,20,21,22,23,28,29,4,8,59,58,55,54,57,56,51,50,53,52,88,89,82,83,80,81,86,87,84,85,3,7,39,38,33,32,31,30,37,36,35,34,60,61,62,63,64,65,66,67,68,69,2,6,91,90,93,92,95,94,97,96,11,10,13,12,15,14,17,16,19,18,48,49,46,47,44,45,42,43,40,41,1,5,9,77,76,75,74,73,72,71,70,79,78
4,1,1,5,6,1,1,1,1,9,,,4,8,8,13,11,8,8,,,,,16,17,14,15,13,14,16,16,15,16,,4,4,4,11,4,4,4,4,4,,,8,8,8,,8,8,10,10,10,10,,4,17,17,18,18,19,18,19,19,2,4,2,4,2,2,4,,4,4,4,4,4,4,12,13,12,12,4,11,,1,4,14,13,13,13,12,10,10,10,,14
groupID,42,48,43,49,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32,50
7,,2,8,8,7,6,8,,2,7,6,6,2,2,2,2,7,,,,1,1,1,1,1,2,1,2,2,8,2,2,2,,5,5,5,5,,,6,7,2,2,,2,,,,,
groupID,56,54,42,48,43,60,49,52,53,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,38,59,58,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,55,32,57,50
6,1,1,1,1,1,4,1,1,1,1,1,2,3,1,2,3,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,3,2,1,1,5,3,1,1,2,2,1,1,1,3,1,1,3,2,3,2,1
groupID,42,43,24,25,26,27,20,21,22,23,28,29,40,41,1,3,2,5,4,7,6,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32
9,7,7,2,2,6,2,4,4,5,2,2,2,6,2,1,1,1,1,1,2,,2,2,2,2,3,2,2,3,2,2,4,2,4,4,5,2,7,2,2,2,2,5
groupID,56,54,42,48,43,60,61,62,63,64,49,66,52,53,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,65,38,59,58,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,55,32,57,50
8,3,3,11,11,10,3,3,3,3,3,4,4,11,11,9,9,9,9,10,9,10,4,10,4,3,10,3,3,10,10,1,2,2,2,2,2,2,,2,3,11,3,10,13,13,3,3,3,3,11,3,11,3,10,9,10,,10,10,11,10,10,13,10,13,3
